storm_id,storm_name,year,timestamp_utc,raw_timestamp,latitude,longitude,intensity_knots,max_sustained_wind_ms,max_sustained_wind_kmh,central_pressure_hpa,cyclone_category,storm_nature,track_type,file_path,image_shape,image_exists,dataset_origin,data_maturity_flag,quality_flag
2001281N18071,NIO_2001281N18,2001,2001-10-08 09:00:00 UTC,2001-10-08T08:59:59.999959808,17.8,70.5,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2001281N18071_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2001281N18071,NIO_2001281N18,2001,2001-10-08 12:00:00 UTC,2001-10-08T11:59:59.999959808,17.9,70.2,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2001281N18071_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2001288N13084,NIO_2001288N13,2001,2001-10-14 12:00:00 UTC,2001-10-14T11:59:59.999959808,13.5,84.0,25.0,12.86,46.3,1000.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2001288N14084_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2001288N13084,NIO_2001288N13,2001,2001-10-14 15:00:00 UTC,2001-10-14T14:59:59.999959808,13.5,83.4,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2001288N14084_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2001313N12084,NIO_2001313N12,2001,2001-11-09 00:00:00 UTC,2001-11-08T23:59:59.999959808,12.0,83.6,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2001313N12084_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2001313N12084,NIO_2001313N12,2001,2001-11-09 03:00:00 UTC,2001-11-09T02:59:59.999959808,12.5,83.3,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2001313N12084_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2001313N12084,NIO_2001313N12,2001,2001-11-11 06:00:00 UTC,2001-11-11T05:59:59.999959808,15.4,83.4,30.0,15.43,55.56,1000.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2001315N17084_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2001313N12084,NIO_2001313N12,2001,2001-11-11 09:00:00 UTC,2001-11-11T08:59:59.999959808,15.5,83.8,30.0,15.43,55.56,1000.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2001315N17084_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2002327N10089,NIO_2002327N10,2002,2002-11-22 18:00:00 UTC,2002-11-22T17:59:59.999959808,9.5,88.8,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2002327N10089_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2002327N10089,NIO_2002327N10,2002,2002-11-22 21:00:00 UTC,2002-11-22T20:59:59.999959808,9.8,88.7,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2002327N10089_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2002355N04077,NIO_2002355N04,2002,2002-12-21 06:00:00 UTC,2002-12-21T05:59:59.999959808,1.9,78.7,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2002355N03078_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2002355N04077,NIO_2002355N04,2002,2002-12-21 09:00:00 UTC,2002-12-21T08:59:59.999959808,2.0,78.8,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2002355N03078_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2003129N05091,NIO_2003129N05,2003,2003-05-08 12:00:00 UTC,2003-05-08T11:59:59.999959808,5.0,91.3,15.0,7.72,27.78,1006.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2003129N05091_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2003129N05091,NIO_2003129N05,2003,2003-05-08 15:00:00 UTC,2003-05-08T14:59:59.999959808,4.9,91.3,18.0,9.26,33.34,1005.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2003129N05091_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2003206N21089,NIO_2003206N21,2003,2003-07-25 06:00:00 UTC,2003-07-25T05:59:59.999959808,21.2,88.7,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2003206N21089_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2003206N21089,NIO_2003206N21,2003,2003-07-25 09:00:00 UTC,2003-07-25T08:59:59.999959808,21.3,88.3,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2003206N21089_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2003240N21089,NIO_2003240N21,2003,2003-08-27 12:00:00 UTC,2003-08-27T11:59:59.999959808,20.5,88.5,25.0,12.86,46.3,996.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2003240N21089_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2003240N21089,NIO_2003240N21,2003,2003-08-27 15:00:00 UTC,2003-08-27T14:59:59.999959808,20.6,87.9,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2003240N21089_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2003279N17084,NIO_2003279N17,2003,2003-10-06 06:00:00 UTC,2003-10-06T05:59:59.999959808,16.7,84.0,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2003279N17084_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2003279N17084,NIO_2003279N17,2003,2003-10-06 09:00:00 UTC,2003-10-06T08:59:59.999959808,17.0,84.0,25.0,12.86,46.3,998.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2003279N17084_MISSING_1.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2003279N17084,NIO_2003279N17,2003,2003-10-06 12:00:00 UTC,2003-10-06T11:59:59.999959808,17.5,84.0,25.0,12.86,46.3,998.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2003279N17084_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2003279N17084,NIO_2003279N17,2003,2003-10-06 15:00:00 UTC,2003-10-06T14:59:59.999959808,17.9,83.9,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2003279N17084_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2003315N09067,NIO_2003315N09,2003,2003-11-10 12:00:00 UTC,2003-11-10T11:59:59.999959808,8.7,67.1,15.0,7.72,27.78,1006.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2003315N09067_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2003315N09067,NIO_2003315N09,2003,2003-11-10 15:00:00 UTC,2003-11-10T14:59:59.999959808,8.6,66.8,15.0,7.72,27.78,1006.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2003315N09067_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2003345N05092,NIO_2003345N05,2003,2003-12-11 06:00:00 UTC,2003-12-11T05:59:59.999959808,4.5,91.7,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2003345N05092_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2003345N05092,NIO_2003345N05,2003,2003-12-11 09:00:00 UTC,2003-12-11T08:59:59.999959808,4.7,91.2,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2003345N05092_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004125N11074,NIO_2004125N11,2004,2004-05-04 00:00:00 UTC,2004-05-03T23:59:59.999959808,11.1,74.3,20.0,10.29,37.04,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2004125N11074_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004125N11074,NIO_2004125N11,2004,2004-05-04 03:00:00 UTC,2004-05-04T02:59:59.999959808,11.1,74.1,23.0,11.83,42.6,1003.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2004125N11074_MISSING_1.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004125N11074,NIO_2004125N11,2004,2004-05-04 06:00:00 UTC,2004-05-04T05:59:59.999959808,11.2,73.9,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004125N11074_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004125N11074,NIO_2004125N11,2004,2004-05-04 09:00:00 UTC,2004-05-04T08:59:59.999959808,11.3,73.7,28.0,14.4,51.86,1001.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004125N11074_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004276N12087,NIO_2004276N12,2004,2004-10-02 06:00:00 UTC,2004-10-02T05:59:59.999959808,12.0,86.5,25.0,12.86,46.3,1006.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004276N12087_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004276N12087,NIO_2004276N12,2004,2004-10-02 09:00:00 UTC,2004-10-02T08:59:59.999959808,12.5,86.0,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004276N12087_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004281N23087,NIO_2004281N23,2004,2004-10-07 06:00:00 UTC,2004-10-07T05:59:59.999959808,22.8,87.3,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004281N23087_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004281N23087,NIO_2004281N23,2004,2004-10-07 09:00:00 UTC,2004-10-07T08:59:59.999959808,23.2,87.7,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004281N23087_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004307N09068,NIO_2004307N09,2004,2004-11-01 12:00:00 UTC,2004-11-01T11:59:59.999959808,9.4,67.8,20.0,10.29,37.04,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2004307N09068_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004307N09068,NIO_2004307N09,2004,2004-11-01 15:00:00 UTC,2004-11-01T14:59:59.999959808,9.7,67.5,20.0,10.29,37.04,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2004307N09068_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004332N02072,NIO_2004332N02,2004,2004-11-27 00:00:00 UTC,2004-11-26T23:59:59.999959808,1.6,72.4,20.0,10.29,37.04,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004332N02072_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004332N02072,NIO_2004332N02,2004,2004-11-27 03:00:00 UTC,2004-11-27T02:59:59.999959808,1.6,71.9,20.0,10.29,37.04,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004332N02072_MISSING_1.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004332N02072,NIO_2004332N02,2004,2004-11-27 06:00:00 UTC,2004-11-27T05:59:59.999959808,1.5,71.5,20.0,10.29,37.04,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004332N02072_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004332N02072,NIO_2004332N02,2004,2004-11-27 09:00:00 UTC,2004-11-27T08:59:59.999959808,1.4,71.1,20.0,10.29,37.04,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004332N02072_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005007N04085,NIO_2005007N04,2005,2005-01-07 00:00:00 UTC,2005-01-06T23:59:59.999959808,3.5,85.1,15.0,7.72,27.78,1006.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005007N04085_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005007N04085,NIO_2005007N04,2005,2005-01-07 03:00:00 UTC,2005-01-07T02:59:59.999959808,3.5,85.0,15.0,7.72,27.78,1006.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005007N04085_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005172N22069,NIO_2005172N22,2005,2005-06-21 06:00:00 UTC,2005-06-21T05:59:59.999959808,21.7,68.3,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005172N22068_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005172N22069,NIO_2005172N22,2005,2005-06-21 09:00:00 UTC,2005-06-21T08:59:59.999959808,21.9,68.1,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005172N22068_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005179N22088,NIO_2005179N22,2005,2005-06-27 12:00:00 UTC,2005-06-27T11:59:59.999959808,21.5,88.0,25.0,12.86,46.3,990.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005179N22088_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005179N22088,NIO_2005179N22,2005,2005-06-27 15:00:00 UTC,2005-06-27T14:59:59.999959808,21.9,87.5,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005179N22088_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005274N17086,NIO_2005274N17,2005,2005-10-01 06:00:00 UTC,2005-10-01T05:59:59.999959808,17.4,85.9,15.0,7.72,27.78,1006.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2005274N17086_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005274N17086,NIO_2005274N17,2005,2005-10-01 09:00:00 UTC,2005-10-01T08:59:59.999959808,17.7,85.8,18.0,9.26,33.34,1005.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2005274N17086_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005298N12088,NIO_2005298N12,2005,2005-10-25 00:00:00 UTC,2005-10-24T23:59:59.999959808,12.4,87.6,15.0,7.72,27.78,1006.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2005298N12088_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005324N08085,NIO_2005324N08,2005,2005-11-20 06:00:00 UTC,2005-11-20T05:59:59.999959808,8.0,84.5,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005324N08085_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005324N08085,NIO_2005324N08,2005,2005-11-20 09:00:00 UTC,2005-11-20T08:59:59.999959808,8.0,84.5,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005324N08085_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005330N09096,BAAZ,2005,2005-11-26 06:00:00 UTC,2005-11-26T05:59:59.999959808,9.4,96.1,15.0,7.72,27.78,1006.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2005330N09096_BAAZ_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005330N09096,BAAZ,2005,2005-11-26 09:00:00 UTC,2005-11-26T08:59:59.999959808,9.6,95.8,15.0,7.72,27.78,1006.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2005330N09096_BAAZ_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005349N06090,NIO_2005349N06,2005,2005-12-14 18:00:00 UTC,2005-12-14T17:59:59.999959808,6.4,89.9,15.0,7.72,27.78,1005.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2005349N06090_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005349N06090,NIO_2005349N06,2005,2005-12-14 21:00:00 UTC,2005-12-14T20:59:59.999959808,6.9,89.4,15.0,7.72,27.78,1006.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2005349N06090_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006012N03081,NIO_2006012N03,2006,2006-01-12 00:00:00 UTC,2006-01-11T23:59:59.999959808,2.9,81.1,15.0,7.72,27.78,1006.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2006012N03081_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006012N03081,NIO_2006012N03,2006,2006-01-12 03:00:00 UTC,2006-01-12T02:59:59.999959808,2.9,80.8,15.0,7.72,27.78,1006.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2006012N03081_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006114N08090,MALA,2006,2006-04-24 06:00:00 UTC,2006-04-24T05:59:59.999959808,8.4,90.1,20.0,10.29,37.04,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2006114N08090_MALA_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006114N08090,MALA,2006,2006-04-24 09:00:00 UTC,2006-04-24T08:59:59.999959808,8.5,89.9,23.0,11.83,42.6,1003.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2006114N08090_MALA_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006182N20088,NIO_2006182N20,2006,2006-06-30 18:00:00 UTC,2006-06-30T17:59:59.999959808,20.0,88.3,15.0,7.72,27.78,1006.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2006182N20088_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006182N20088,NIO_2006182N20,2006,2006-06-30 21:00:00 UTC,2006-06-30T20:59:59.999959808,20.2,88.3,15.0,7.72,27.78,1006.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2006182N20088_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006214N20088,NIO_2006214N20,2006,2006-08-02 06:00:00 UTC,2006-08-02T05:59:59.999959808,20.5,87.5,25.0,12.86,46.3,990.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2006214N21088_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006214N20088,NIO_2006214N20,2006,2006-08-02 09:00:00 UTC,2006-08-02T08:59:59.999959808,20.0,87.0,30.0,15.43,55.56,988.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2006214N21088_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006224N21088,NIO_2006224N21,2006,2006-08-12 06:00:00 UTC,2006-08-12T05:59:59.999959808,21.0,88.0,25.0,12.86,46.3,992.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2006224N21088_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006224N21088,NIO_2006224N21,2006,2006-08-12 09:00:00 UTC,2006-08-12T08:59:59.999959808,21.0,87.5,25.0,12.86,46.3,992.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2006224N21088_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006228N21088,NIO_2006228N21,2006,2006-08-16 06:00:00 UTC,2006-08-16T05:59:59.999959808,20.5,87.5,25.0,12.86,46.3,990.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2006228N21088_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006228N21088,NIO_2006228N21,2006,2006-08-16 09:00:00 UTC,2006-08-16T08:59:59.999959808,20.5,87.5,25.0,12.86,46.3,990.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2006228N21088_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006241N20088,NIO_2006241N20,2006,2006-08-29 06:00:00 UTC,2006-08-29T05:59:59.999959808,20.5,86.5,25.0,12.86,46.3,992.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2006241N21087_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006241N20088,NIO_2006241N20,2006,2006-08-29 09:00:00 UTC,2006-08-29T08:59:59.999959808,21.0,85.0,25.0,12.86,46.3,990.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2006241N21087_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006247N21089,NIO_2006247N21,2006,2006-09-03 12:00:00 UTC,2006-09-03T11:59:59.999959808,20.5,88.5,25.0,12.86,46.3,992.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2006247N21089_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006247N21089,NIO_2006247N21,2006,2006-09-03 15:00:00 UTC,2006-09-03T14:59:59.999959808,20.5,88.0,25.0,12.86,46.3,992.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2006247N21089_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
