filename,image_path,cyclone_id,cyclone_name,year,timestamp_utc,latitude,longitude,intensity_knots,imd_category,split
hursat_genesis_2002327N10089_MISSING_0.npy,data\processed\satellite\hursat_genesis_2002327N10089_MISSING_0.npy,2002327N10089,NIO_2002327N10,2002,2002-11-22 18:00:00 UTC,9.5,88.8,25.0,Depression (17-27 kts),train
hursat_genesis_2002327N10089_MISSING_2.npy,data\processed\satellite\hursat_genesis_2002327N10089_MISSING_2.npy,2002327N10089,NIO_2002327N10,2002,2002-11-22 21:00:00 UTC,9.8,88.7,25.0,Depression (17-27 kts),train
hursat_genesis_2002355N03078_MISSING_0.npy,data\processed\satellite\hursat_genesis_2002355N03078_MISSING_0.npy,2002355N04077,NIO_2002355N04,2002,2002-12-21 06:00:00 UTC,1.9,78.7,25.0,Depression (17-27 kts),train
hursat_genesis_2002355N03078_MISSING_2.npy,data\processed\satellite\hursat_genesis_2002355N03078_MISSING_2.npy,2002355N04077,NIO_2002355N04,2002,2002-12-21 09:00:00 UTC,2.0,78.8,25.0,Depression (17-27 kts),train
hursat_genesis_2003129N05091_MISSING_0.npy,data\processed\satellite\hursat_genesis_2003129N05091_MISSING_0.npy,2003129N05091,NIO_2003129N05,2003,2003-05-08 12:00:00 UTC,5.0,91.3,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2003129N05091_MISSING_2.npy,data\processed\satellite\hursat_genesis_2003129N05091_MISSING_2.npy,2003129N05091,NIO_2003129N05,2003,2003-05-08 15:00:00 UTC,4.9,91.3,18.0,Depression (17-27 kts),train
hursat_genesis_2003206N21089_MISSING_0.npy,data\processed\satellite\hursat_genesis_2003206N21089_MISSING_0.npy,2003206N21089,NIO_2003206N21,2003,2003-07-25 06:00:00 UTC,21.2,88.7,25.0,Depression (17-27 kts),train
hursat_genesis_2003206N21089_MISSING_3.npy,data\processed\satellite\hursat_genesis_2003206N21089_MISSING_3.npy,2003206N21089,NIO_2003206N21,2003,2003-07-25 09:00:00 UTC,21.3,88.3,25.0,Depression (17-27 kts),train
hursat_genesis_2003240N21089_MISSING_0.npy,data\processed\satellite\hursat_genesis_2003240N21089_MISSING_0.npy,2003240N21089,NIO_2003240N21,2003,2003-08-27 12:00:00 UTC,20.5,88.5,25.0,Depression (17-27 kts),train
hursat_genesis_2003240N21089_MISSING_3.npy,data\processed\satellite\hursat_genesis_2003240N21089_MISSING_3.npy,2003240N21089,NIO_2003240N21,2003,2003-08-27 15:00:00 UTC,20.6,87.9,25.0,Depression (17-27 kts),train
hursat_genesis_2003279N17084_MISSING_0.npy,data\processed\satellite\hursat_genesis_2003279N17084_MISSING_0.npy,2003279N17084,NIO_2003279N17,2003,2003-10-06 06:00:00 UTC,16.7,84.0,25.0,Depression (17-27 kts),train
hursat_genesis_2003279N17084_MISSING_1.npy,data\processed\satellite\hursat_genesis_2003279N17084_MISSING_1.npy,2003279N17084,NIO_2003279N17,2003,2003-10-06 09:00:00 UTC,17.0,84.0,25.0,Depression (17-27 kts),train
hursat_genesis_2003279N17084_MISSING_2.npy,data\processed\satellite\hursat_genesis_2003279N17084_MISSING_2.npy,2003279N17084,NIO_2003279N17,2003,2003-10-06 12:00:00 UTC,17.5,84.0,25.0,Depression (17-27 kts),train
hursat_genesis_2003279N17084_MISSING_3.npy,data\processed\satellite\hursat_genesis_2003279N17084_MISSING_3.npy,2003279N17084,NIO_2003279N17,2003,2003-10-06 15:00:00 UTC,17.9,83.9,25.0,Depression (17-27 kts),train
hursat_genesis_2003315N09067_MISSING_0.npy,data\processed\satellite\hursat_genesis_2003315N09067_MISSING_0.npy,2003315N09067,NIO_2003315N09,2003,2003-11-10 12:00:00 UTC,8.7,67.1,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2003315N09067_MISSING_2.npy,data\processed\satellite\hursat_genesis_2003315N09067_MISSING_2.npy,2003315N09067,NIO_2003315N09,2003,2003-11-10 15:00:00 UTC,8.6,66.8,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2003345N05092_MISSING_0.npy,data\processed\satellite\hursat_genesis_2003345N05092_MISSING_0.npy,2003345N05092,NIO_2003345N05,2003,2003-12-11 06:00:00 UTC,4.5,91.7,25.0,Depression (17-27 kts),train
hursat_genesis_2003345N05092_MISSING_3.npy,data\processed\satellite\hursat_genesis_2003345N05092_MISSING_3.npy,2003345N05092,NIO_2003345N05,2003,2003-12-11 09:00:00 UTC,4.7,91.2,25.0,Depression (17-27 kts),train
hursat_genesis_2004125N11074_MISSING_0.npy,data\processed\satellite\hursat_genesis_2004125N11074_MISSING_0.npy,2004125N11074,NIO_2004125N11,2004,2004-05-04 00:00:00 UTC,11.1,74.3,20.0,Depression (17-27 kts),train
hursat_genesis_2004125N11074_MISSING_1.npy,data\processed\satellite\hursat_genesis_2004125N11074_MISSING_1.npy,2004125N11074,NIO_2004125N11,2004,2004-05-04 03:00:00 UTC,11.1,74.1,23.0,Depression (17-27 kts),train
hursat_genesis_2004125N11074_MISSING_2.npy,data\processed\satellite\hursat_genesis_2004125N11074_MISSING_2.npy,2004125N11074,NIO_2004125N11,2004,2004-05-04 06:00:00 UTC,11.2,73.9,25.0,Depression (17-27 kts),train
hursat_genesis_2004125N11074_MISSING_3.npy,data\processed\satellite\hursat_genesis_2004125N11074_MISSING_3.npy,2004125N11074,NIO_2004125N11,2004,2004-05-04 09:00:00 UTC,11.3,73.7,28.0,Deep Depression (28-33 kts),train
hursat_genesis_2004136N15090_MISSING_0.npy,data\processed\satellite\hursat_genesis_2004136N15090_MISSING_0.npy,2004136N15090,NIO_2004136N15,2004,2004-05-14 18:00:00 UTC,14.8,89.7,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2004136N15090_MISSING_3.npy,data\processed\satellite\hursat_genesis_2004136N15090_MISSING_3.npy,2004136N15090,NIO_2004136N15,2004,2004-05-14 21:00:00 UTC,14.9,90.0,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2004162N18068_MISSING_0.npy,data\processed\satellite\hursat_genesis_2004162N18068_MISSING_0.npy,2004162N18068,NIO_2004162N18,2004,2004-06-10 06:00:00 UTC,17.5,67.5,25.0,Depression (17-27 kts),train
hursat_genesis_2004162N18068_MISSING_2.npy,data\processed\satellite\hursat_genesis_2004162N18068_MISSING_2.npy,2004162N18068,NIO_2004162N18,2004,2004-06-10 09:00:00 UTC,17.5,66.5,30.0,Deep Depression (28-33 kts),train
hursat_genesis_2004163N16090_MISSING_0.npy,data\processed\satellite\hursat_genesis_2004163N16090_MISSING_0.npy,2004163N15090,NIO_2004163N15,2004,2004-06-11 06:00:00 UTC,15.5,90.0,25.0,Depression (17-27 kts),train
hursat_genesis_2004163N16090_MISSING_2.npy,data\processed\satellite\hursat_genesis_2004163N16090_MISSING_2.npy,2004163N15090,NIO_2004163N15,2004,2004-06-11 09:00:00 UTC,15.5,89.5,25.0,Depression (17-27 kts),train
hursat_genesis_2004256N23089_MISSING_0.npy,data\processed\satellite\hursat_genesis_2004256N23089_MISSING_0.npy,2004256N23089,NIO_2004256N23,2004,2004-09-12 06:00:00 UTC,22.7,88.5,25.0,Depression (17-27 kts),train
hursat_genesis_2004256N23089_MISSING_2.npy,data\processed\satellite\hursat_genesis_2004256N23089_MISSING_2.npy,2004256N23089,NIO_2004256N23,2004,2004-09-12 09:00:00 UTC,22.9,88.5,25.0,Depression (17-27 kts),train
hursat_genesis_2004274N16069_MISSING_0.npy,data\processed\satellite\hursat_genesis_2004274N16069_MISSING_0.npy,2004274N16069,NIO_2004274N16,2004,2004-09-30 06:00:00 UTC,16.3,69.0,20.0,Depression (17-27 kts),train
hursat_genesis_2004274N16069_MISSING_2.npy,data\processed\satellite\hursat_genesis_2004274N16069_MISSING_2.npy,2004274N16069,NIO_2004274N16,2004,2004-09-30 09:00:00 UTC,16.5,68.8,20.0,Depression (17-27 kts),train
hursat_genesis_2004276N12087_MISSING_0.npy,data\processed\satellite\hursat_genesis_2004276N12087_MISSING_0.npy,2004276N12087,NIO_2004276N12,2004,2004-10-02 06:00:00 UTC,12.0,86.5,25.0,Depression (17-27 kts),train
hursat_genesis_2004276N12087_MISSING_2.npy,data\processed\satellite\hursat_genesis_2004276N12087_MISSING_2.npy,2004276N12087,NIO_2004276N12,2004,2004-10-02 09:00:00 UTC,12.5,86.0,25.0,Depression (17-27 kts),train
hursat_genesis_2004281N23087_MISSING_0.npy,data\processed\satellite\hursat_genesis_2004281N23087_MISSING_0.npy,2004281N23087,NIO_2004281N23,2004,2004-10-07 06:00:00 UTC,22.8,87.3,25.0,Depression (17-27 kts),train
hursat_genesis_2004281N23087_MISSING_2.npy,data\processed\satellite\hursat_genesis_2004281N23087_MISSING_2.npy,2004281N23087,NIO_2004281N23,2004,2004-10-07 09:00:00 UTC,23.2,87.7,25.0,Depression (17-27 kts),train
hursat_genesis_2004307N09068_MISSING_0.npy,data\processed\satellite\hursat_genesis_2004307N09068_MISSING_0.npy,2004307N09068,NIO_2004307N09,2004,2004-11-01 12:00:00 UTC,9.4,67.8,20.0,Depression (17-27 kts),train
hursat_genesis_2004307N09068_MISSING_2.npy,data\processed\satellite\hursat_genesis_2004307N09068_MISSING_2.npy,2004307N09068,NIO_2004307N09,2004,2004-11-01 15:00:00 UTC,9.7,67.5,20.0,Depression (17-27 kts),train
hursat_genesis_2004332N02072_MISSING_0.npy,data\processed\satellite\hursat_genesis_2004332N02072_MISSING_0.npy,2004332N02072,NIO_2004332N02,2004,2004-11-27 00:00:00 UTC,1.6,72.4,20.0,Depression (17-27 kts),train
hursat_genesis_2004332N02072_MISSING_1.npy,data\processed\satellite\hursat_genesis_2004332N02072_MISSING_1.npy,2004332N02072,NIO_2004332N02,2004,2004-11-27 03:00:00 UTC,1.6,71.9,20.0,Depression (17-27 kts),train
hursat_genesis_2004332N02072_MISSING_2.npy,data\processed\satellite\hursat_genesis_2004332N02072_MISSING_2.npy,2004332N02072,NIO_2004332N02,2004,2004-11-27 06:00:00 UTC,1.5,71.5,20.0,Depression (17-27 kts),train
hursat_genesis_2004332N02072_MISSING_3.npy,data\processed\satellite\hursat_genesis_2004332N02072_MISSING_3.npy,2004332N02072,NIO_2004332N02,2004,2004-11-27 09:00:00 UTC,1.4,71.1,20.0,Depression (17-27 kts),train
hursat_genesis_2005007N04085_MISSING_0.npy,data\processed\satellite\hursat_genesis_2005007N04085_MISSING_0.npy,2005007N04085,NIO_2005007N04,2005,2005-01-07 00:00:00 UTC,3.5,85.1,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2005007N04085_MISSING_2.npy,data\processed\satellite\hursat_genesis_2005007N04085_MISSING_2.npy,2005007N04085,NIO_2005007N04,2005,2005-01-07 03:00:00 UTC,3.5,85.0,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2005012N04090_MISSING_0.npy,data\processed\satellite\hursat_genesis_2005012N04090_MISSING_0.npy,2005012N04090,NIO_2005012N04,2005,2005-01-11 18:00:00 UTC,4.0,89.8,20.0,Depression (17-27 kts),train
hursat_genesis_2005012N04090_MISSING_2.npy,data\processed\satellite\hursat_genesis_2005012N04090_MISSING_2.npy,2005012N04090,NIO_2005012N04,2005,2005-01-11 21:00:00 UTC,4.2,89.9,20.0,Depression (17-27 kts),train
hursat_genesis_2005172N22068_MISSING_0.npy,data\processed\satellite\hursat_genesis_2005172N22068_MISSING_0.npy,2005172N22069,NIO_2005172N22,2005,2005-06-21 06:00:00 UTC,21.7,68.3,25.0,Depression (17-27 kts),train
hursat_genesis_2005172N22068_MISSING_3.npy,data\processed\satellite\hursat_genesis_2005172N22068_MISSING_3.npy,2005172N22069,NIO_2005172N22,2005,2005-06-21 09:00:00 UTC,21.9,68.1,25.0,Depression (17-27 kts),train
hursat_genesis_2005179N22088_MISSING_0.npy,data\processed\satellite\hursat_genesis_2005179N22088_MISSING_0.npy,2005179N22088,NIO_2005179N22,2005,2005-06-27 12:00:00 UTC,21.5,88.0,25.0,Depression (17-27 kts),train
hursat_genesis_2005179N22088_MISSING_2.npy,data\processed\satellite\hursat_genesis_2005179N22088_MISSING_2.npy,2005179N22088,NIO_2005179N22,2005,2005-06-27 15:00:00 UTC,21.9,87.5,25.0,Depression (17-27 kts),train
hursat_genesis_2005210N22087_MISSING_0.npy,data\processed\satellite\hursat_genesis_2005210N22087_MISSING_0.npy,2005210N21088,NIO_2005210N21,2005,2005-07-29 06:00:00 UTC,21.5,87.5,25.0,Depression (17-27 kts),train
hursat_genesis_2005210N22087_MISSING_3.npy,data\processed\satellite\hursat_genesis_2005210N22087_MISSING_3.npy,2005210N21088,NIO_2005210N21,2005,2005-07-29 09:00:00 UTC,21.5,87.5,25.0,Depression (17-27 kts),train
hursat_genesis_2005255N20087_MISSING_0.npy,data\processed\satellite\hursat_genesis_2005255N20087_MISSING_0.npy,2005255N20088,NIO_2005255N20,2005,2005-09-12 06:00:00 UTC,20.4,86.8,25.0,Depression (17-27 kts),train
hursat_genesis_2005255N20087_MISSING_3.npy,data\processed\satellite\hursat_genesis_2005255N20087_MISSING_3.npy,2005255N20088,NIO_2005255N20,2005,2005-09-12 09:00:00 UTC,20.7,85.8,25.0,Depression (17-27 kts),train
hursat_genesis_2005257N20068_MISSING_0.npy,data\processed\satellite\hursat_genesis_2005257N20068_MISSING_0.npy,2005257N20069,NIO_2005257N20,2005,2005-09-14 06:00:00 UTC,20.2,68.3,25.0,Depression (17-27 kts),train
hursat_genesis_2005260N20090_MISSING_0.npy,data\processed\satellite\hursat_genesis_2005260N20090_MISSING_0.npy,2005260N20091,NIO_2005260N20,2005,2005-09-17 06:00:00 UTC,20.2,90.4,25.0,Depression (17-27 kts),train
hursat_genesis_2005260N20090_MISSING_3.npy,data\processed\satellite\hursat_genesis_2005260N20090_MISSING_3.npy,2005260N20091,NIO_2005260N20,2005,2005-09-17 09:00:00 UTC,20.3,90.3,25.0,Depression (17-27 kts),train
hursat_genesis_2005274N17086_MISSING_0.npy,data\processed\satellite\hursat_genesis_2005274N17086_MISSING_0.npy,2005274N17086,NIO_2005274N17,2005,2005-10-01 06:00:00 UTC,17.4,85.9,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2005274N17086_MISSING_3.npy,data\processed\satellite\hursat_genesis_2005274N17086_MISSING_3.npy,2005274N17086,NIO_2005274N17,2005,2005-10-01 09:00:00 UTC,17.7,85.8,18.0,Depression (17-27 kts),train
hursat_genesis_2005298N12088_MISSING_0.npy,data\processed\satellite\hursat_genesis_2005298N12088_MISSING_0.npy,2005298N12088,NIO_2005298N12,2005,2005-10-25 00:00:00 UTC,12.4,87.6,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2005324N08085_MISSING_0.npy,data\processed\satellite\hursat_genesis_2005324N08085_MISSING_0.npy,2005324N08085,NIO_2005324N08,2005,2005-11-20 06:00:00 UTC,8.0,84.5,25.0,Depression (17-27 kts),train
hursat_genesis_2005324N08085_MISSING_3.npy,data\processed\satellite\hursat_genesis_2005324N08085_MISSING_3.npy,2005324N08085,NIO_2005324N08,2005,2005-11-20 09:00:00 UTC,8.0,84.5,25.0,Depression (17-27 kts),train
hursat_genesis_2005330N09096_BAAZ_0.npy,data\processed\satellite\hursat_genesis_2005330N09096_BAAZ_0.npy,2005330N09096,BAAZ,2005,2005-11-26 06:00:00 UTC,9.4,96.1,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2005330N09096_BAAZ_3.npy,data\processed\satellite\hursat_genesis_2005330N09096_BAAZ_3.npy,2005330N09096,BAAZ,2005,2005-11-26 09:00:00 UTC,9.6,95.8,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2005338N09093_FANOOS_0.npy,data\processed\satellite\hursat_genesis_2005338N09093_FANOOS_0.npy,2005338N09093,FANOOS,2005,2005-12-04 06:00:00 UTC,8.7,93.0,20.0,Depression (17-27 kts),train
hursat_genesis_2005338N09093_FANOOS_3.npy,data\processed\satellite\hursat_genesis_2005338N09093_FANOOS_3.npy,2005338N09093,FANOOS,2005,2005-12-04 09:00:00 UTC,8.9,92.7,20.0,Depression (17-27 kts),train
hursat_genesis_2005349N06090_MISSING_0.npy,data\processed\satellite\hursat_genesis_2005349N06090_MISSING_0.npy,2005349N06090,NIO_2005349N06,2005,2005-12-14 18:00:00 UTC,6.4,89.9,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2005349N06090_MISSING_3.npy,data\processed\satellite\hursat_genesis_2005349N06090_MISSING_3.npy,2005349N06090,NIO_2005349N06,2005,2005-12-14 21:00:00 UTC,6.9,89.4,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2006012N03081_MISSING_0.npy,data\processed\satellite\hursat_genesis_2006012N03081_MISSING_0.npy,2006012N03081,NIO_2006012N03,2006,2006-01-12 00:00:00 UTC,2.9,81.1,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2006012N03081_MISSING_3.npy,data\processed\satellite\hursat_genesis_2006012N03081_MISSING_3.npy,2006012N03081,NIO_2006012N03,2006,2006-01-12 03:00:00 UTC,2.9,80.8,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2006114N08090_MALA_0.npy,data\processed\satellite\hursat_genesis_2006114N08090_MALA_0.npy,2006114N08090,MALA,2006,2006-04-24 06:00:00 UTC,8.4,90.1,20.0,Depression (17-27 kts),train
hursat_genesis_2006114N08090_MALA_3.npy,data\processed\satellite\hursat_genesis_2006114N08090_MALA_3.npy,2006114N08090,MALA,2006,2006-04-24 09:00:00 UTC,8.5,89.9,23.0,Depression (17-27 kts),train
hursat_genesis_2006182N20088_MISSING_0.npy,data\processed\satellite\hursat_genesis_2006182N20088_MISSING_0.npy,2006182N20088,NIO_2006182N20,2006,2006-06-30 18:00:00 UTC,20.0,88.3,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2006182N20088_MISSING_3.npy,data\processed\satellite\hursat_genesis_2006182N20088_MISSING_3.npy,2006182N20088,NIO_2006182N20,2006,2006-06-30 21:00:00 UTC,20.2,88.3,15.0,Low Pressure Area (< 17 kts),train
hursat_genesis_2006214N21088_MISSING_0.npy,data\processed\satellite\hursat_genesis_2006214N21088_MISSING_0.npy,2006214N20088,NIO_2006214N20,2006,2006-08-02 06:00:00 UTC,20.5,87.5,25.0,Depression (17-27 kts),train
hursat_genesis_2006214N21088_MISSING_3.npy,data\processed\satellite\hursat_genesis_2006214N21088_MISSING_3.npy,2006214N20088,NIO_2006214N20,2006,2006-08-02 09:00:00 UTC,20.0,87.0,30.0,Deep Depression (28-33 kts),train
hursat_genesis_2006224N21088_MISSING_0.npy,data\processed\satellite\hursat_genesis_2006224N21088_MISSING_0.npy,2006224N21088,NIO_2006224N21,2006,2006-08-12 06:00:00 UTC,21.0,88.0,25.0,Depression (17-27 kts),train
hursat_genesis_2006224N21088_MISSING_3.npy,data\processed\satellite\hursat_genesis_2006224N21088_MISSING_3.npy,2006224N21088,NIO_2006224N21,2006,2006-08-12 09:00:00 UTC,21.0,87.5,25.0,Depression (17-27 kts),train
